R201_(25)
25, 1000, 26
0, 35.00, 35.00, 0.00, 0.00, 1000.00, 0.00
1, 41.00, 49.00, 10.00, 707.00, 848.00, 10.00
2, 35.00, 17.00, 7.00, 143.00, 282.00, 10.00
3, 55.00, 45.00, 13.00, 527.00, 584.00, 10.00
4, 55.00, 20.00, 19.00, 678.00, 801.00, 10.00
5, 15.00, 30.00, 26.00, 34.00, 209.00, 10.00
6, 25.00, 30.00, 3.00, 415.00, 514.00, 10.00
7, 20.00, 50.00, 5.00, 331.00, 410.00, 10.00
8, 10.00, 43.00, 9.00, 404.00, 481.00, 10.00
9, 55.00, 60.00, 16.00, 400.00, 497.00, 10.00
10, 30.00, 60.00, 16.00, 577.00, 632.00, 10.00
11, 20.00, 65.00, 12.00, 206.00, 325.00, 10.00
12, 50.00, 35.00, 19.00, 228.00, 345.00, 10.00
13, 30.00, 25.00, 23.00, 690.00, 827.00, 10.00
14, 15.00, 10.00, 20.00, 32.00, 243.00, 10.00
15, 30.00, 5.00, 8.00, 175.00, 300.00, 10.00
16, 10.00, 20.00, 19.00, 272.00, 373.00, 10.00
17, 5.00, 30.00, 2.00, 733.00, 870.00, 10.00
18, 20.00, 40.00, 12.00, 377.00, 434.00, 10.00
19, 15.00, 60.00, 17.00, 269.00, 378.00, 10.00
20, 45.00, 65.00, 9.00, 581.00, 666.00, 10.00
21, 45.00, 20.00, 11.00, 214.00, 331.00, 10.00
22, 45.00, 10.00, 18.00, 409.00, 494.00, 10.00
23, 55.00, 5.00, 29.00, 206.00, 325.00, 10.00
24, 65.00, 35.00, 3.00, 704.00, 847.00, 10.00
25, 65.00, 20.00, 6.00, 817.00, 956.00, 10.00
