R208_(25)
25, 1000, 26
0, 35.00, 35.00, 0.00, 0.00, 1000.00, 0.00
1, 41.00, 49.00, 10.00, 0.00, 974.00, 10.00
2, 35.00, 17.00, 7.00, 0.00, 972.00, 10.00
3, 55.00, 45.00, 13.00, 0.00, 967.00, 10.00
4, 55.00, 20.00, 19.00, 620.00, 860.00, 10.00
5, 15.00, 30.00, 26.00, 0.00, 969.00, 10.00
6, 25.00, 30.00, 3.00, 0.00, 978.00, 10.00
7, 20.00, 50.00, 5.00, 0.00, 968.00, 10.00
8, 10.00, 43.00, 9.00, 323.00, 563.00, 10.00
9, 55.00, 60.00, 16.00, 329.00, 569.00, 10.00
10, 30.00, 60.00, 16.00, 0.00, 964.00, 10.00
11, 20.00, 65.00, 12.00, 146.00, 386.00, 10.00
12, 50.00, 35.00, 19.00, 0.00, 975.00, 10.00
13, 30.00, 25.00, 23.00, 639.00, 879.00, 10.00
14, 15.00, 10.00, 20.00, 0.00, 957.00, 10.00
15, 30.00, 5.00, 8.00, 118.00, 358.00, 10.00
16, 10.00, 20.00, 19.00, 0.00, 960.00, 10.00
17, 5.00, 30.00, 2.00, 0.00, 959.00, 10.00
18, 20.00, 40.00, 12.00, 0.00, 974.00, 10.00
19, 15.00, 60.00, 17.00, 0.00, 957.00, 10.00
20, 45.00, 65.00, 9.00, 0.00, 958.00, 10.00
21, 45.00, 20.00, 11.00, 0.00, 971.00, 10.00
22, 45.00, 10.00, 18.00, 0.00, 963.00, 10.00
23, 55.00, 5.00, 29.00, 146.00, 386.00, 10.00
24, 65.00, 35.00, 3.00, 0.00, 960.00, 10.00
25, 65.00, 20.00, 6.00, 716.00, 956.00, 10.00
