RC201
25, 1000, 101
0, 40.000000, 50.000000, 0.000000, 0.000000, 960.000000, 0.000000
1, 25.000000, 85.000000, 20.000000, 673.000000, 793.000000, 10.000000
2, 22.000000, 75.000000, 30.000000, 152.000000, 272.000000, 10.000000
3, 22.000000, 85.000000, 10.000000, 471.000000, 591.000000, 10.000000
4, 20.000000, 80.000000, 40.000000, 644.000000, 764.000000, 10.000000
5, 20.000000, 85.000000, 20.000000, 73.000000, 193.000000, 10.000000
6, 18.000000, 75.000000, 20.000000, 388.000000, 508.000000, 10.000000
7, 15.000000, 75.000000, 20.000000, 300.000000, 420.000000, 10.000000
8, 15.000000, 80.000000, 10.000000, 367.000000, 487.000000, 10.000000
9, 10.000000, 35.000000, 20.000000, 371.000000, 491.000000, 10.000000
10, 10.000000, 40.000000, 30.000000, 519.000000, 639.000000, 10.000000
11, 8.000000, 40.000000, 40.000000, 195.000000, 315.000000, 10.000000
12, 8.000000, 45.000000, 20.000000, 223.000000, 343.000000, 10.000000
13, 5.000000, 35.000000, 10.000000, 653.000000, 773.000000, 10.000000
14, 5.000000, 45.000000, 10.000000, 35.000000, 155.000000, 10.000000
15, 2.000000, 40.000000, 20.000000, 174.000000, 294.000000, 10.000000
16, 0.000000, 40.000000, 20.000000, 255.000000, 375.000000, 10.000000
17, 0.000000, 45.000000, 20.000000, 703.000000, 823.000000, 10.000000
18, 44.000000, 5.000000, 20.000000, 335.000000, 455.000000, 10.000000
19, 42.000000, 10.000000, 40.000000, 254.000000, 374.000000, 10.000000
20, 42.000000, 15.000000, 10.000000, 537.000000, 657.000000, 10.000000
21, 40.000000, 5.000000, 10.000000, 215.000000, 335.000000, 10.000000
22, 40.000000, 15.000000, 40.000000, 375.000000, 495.000000, 10.000000
23, 38.000000, 5.000000, 30.000000, 201.000000, 321.000000, 10.000000
24, 38.000000, 15.000000, 10.000000, 681.000000, 801.000000, 10.000000
25, 35.000000, 5.000000, 20.000000, 784.000000, 904.000000, 10.000000
26, 95.000000, 30.000000, 30.000000, 529.000000, 649.000000, 10.000000
27, 95.000000, 35.000000, 20.000000, 146.000000, 266.000000, 10.000000
28, 92.000000, 30.000000, 10.000000, 149.000000, 269.000000, 10.000000
