R201
25, 1000, 101
0, 35.000000, 35.000000, 0.000000, 0.000000, 1000.000000, 0.000000
1, 41.000000, 49.000000, 10.000000, 707.000000, 848.000000, 10.000000
2, 35.000000, 17.000000, 7.000000, 143.000000, 282.000000, 10.000000
3, 55.000000, 45.000000, 13.000000, 527.000000, 584.000000, 10.000000
4, 55.000000, 20.000000, 19.000000, 678.000000, 801.000000, 10.000000
5, 15.000000, 30.000000, 26.000000, 34.000000, 209.000000, 10.000000
6, 25.000000, 30.000000, 3.000000, 415.000000, 514.000000, 10.000000
7, 20.000000, 50.000000, 5.000000, 331.000000, 410.000000, 10.000000
8, 10.000000, 43.000000, 9.000000, 404.000000, 481.000000, 10.000000
9, 55.000000, 60.000000, 16.000000, 400.000000, 497.000000, 10.000000
10, 30.000000, 60.000000, 16.000000, 577.000000, 632.000000, 10.000000
11, 20.000000, 65.000000, 12.000000, 206.000000, 325.000000, 10.000000
12, 50.000000, 35.000000, 19.000000, 228.000000, 345.000000, 10.000000
13, 30.000000, 25.000000, 23.000000, 690.000000, 827.000000, 10.000000
14, 15.000000, 10.000000, 20.000000, 32.000000, 243.000000, 10.000000
15, 30.000000, 5.000000, 8.000000, 175.000000, 300.000000, 10.000000
16, 10.000000, 20.000000, 19.000000, 272.000000, 373.000000, 10.000000
17, 5.000000, 30.000000, 2.000000, 733.000000, 870.000000, 10.000000
18, 20.000000, 40.000000, 12.000000, 377.000000, 434.000000, 10.000000
19, 15.000000, 60.000000, 17.000000, 269.000000, 378.000000, 10.000000
20, 45.000000, 65.000000, 9.000000, 581.000000, 666.000000, 10.000000
21, 45.000000, 20.000000, 11.000000, 214.000000, 331.000000, 10.000000
22, 45.000000, 10.000000, 18.000000, 409.000000, 494.000000, 10.000000
23, 55.000000, 5.000000, 29.000000, 206.000000, 325.000000, 10.000000
24, 65.000000, 35.000000, 3.000000, 704.000000, 847.000000, 10.000000
25, 65.000000, 20.000000, 6.000000, 817.000000, 956.000000, 10.000000
