C203
25, 700, 101
0, 40.00, 50.00, 0.00, 0.00, 3390.00, 0.00
1, 52.00, 75.00, 10.00, 0.00, 3272.00, 90.00
2, 45.00, 70.00, 30.00, 0.00, 3279.00, 90.00
3, 62.00, 69.00, 10.00, 0.00, 3270.00, 90.00
4, 60.00, 66.00, 10.00, 1261.00, 1421.00, 90.00
5, 42.00, 65.00, 10.00, 0.00, 3284.00, 90.00
6, 16.00, 42.00, 20.00, 497.00, 657.00, 90.00
7, 58.00, 70.00, 20.00, 0.00, 3273.00, 90.00
8, 34.00, 60.00, 20.00, 2887.00, 3047.00, 90.00
9, 28.00, 70.00, 10.00, 2601.00, 2761.00, 90.00
10, 35.00, 66.00, 10.00, 2791.00, 2951.00, 90.00
11, 35.00, 69.00, 10.00, 2698.00, 2858.00, 90.00
12, 25.00, 85.00, 20.00, 0.00, 3261.00, 90.00
13, 22.00, 75.00, 30.00, 2405.00, 2565.00, 90.00
14, 22.00, 85.00, 10.00, 0.00, 3260.00, 90.00
15, 20.00, 80.00, 40.00, 2216.00, 2376.00, 90.00
16, 20.00, 85.00, 40.00, 0.00, 3259.00, 90.00
17, 18.00, 75.00, 20.00, 2311.00, 2471.00, 90.00
18, 15.00, 75.00, 20.00, 0.00, 3264.00, 90.00
19, 15.00, 80.00, 10.00, 0.00, 3260.00, 90.00
20, 30.00, 50.00, 10.00, 0.00, 3290.00, 90.00
21, 30.00, 56.00, 20.00, 0.00, 3288.00, 90.00
22, 28.00, 52.00, 20.00, 22.00, 182.00, 90.00
23, 14.00, 66.00, 10.00, 1643.00, 1803.00, 90.00
24, 25.00, 50.00, 10.00, 0.00, 3285.00, 90.00
25, 22.00, 66.00, 40.00, 2504.00, 2664.00, 90.00
26, 8.00, 62.00, 10.00, 0.00, 3265.00, 90.00
27, 23.00, 52.00, 10.00, 209.00, 369.00, 90.00
28, 4.00, 55.00, 20.00, 0.00, 3263.00, 90.00
29, 20.00, 50.00, 10.00, 0.00, 3280.00, 90.00
30, 20.00, 55.00, 10.00, 303.00, 463.00, 90.00
31, 10.00, 35.00, 20.00, 0.00, 3266.00, 90.00
32, 10.00, 40.00, 30.00, 0.00, 3268.00, 90.00
33, 8.00, 40.00, 40.00, 685.00, 845.00, 90.00
34, 8.00, 45.00, 20.00, 0.00, 3267.00, 90.00
35, 5.00, 35.00, 10.00, 876.00, 1036.00, 90.00
36, 5.00, 45.00, 10.00, 1253.00, 1413.00, 90.00
37, 2.00, 40.00, 20.00, 0.00, 3260.00, 90.00
38, 0.00, 40.00, 30.00, 1063.00, 1223.00, 90.00
39, 0.00, 45.00, 20.00, 1158.00, 1318.00, 90.00
40, 36.00, 18.00, 10.00, 1819.00, 1979.00, 90.00
41, 35.00, 32.00, 10.00, 2758.00, 2918.00, 90.00
42, 33.00, 32.00, 20.00, 2666.00, 2826.00, 90.00
43, 33.00, 35.00, 10.00, 0.00, 3283.00, 90.00
44, 32.00, 20.00, 10.00, 1913.00, 2073.00, 90.00
45, 30.00, 30.00, 10.00, 2105.00, 2265.00, 90.00
46, 34.00, 25.00, 30.00, 0.00, 3274.00, 90.00
47, 30.00, 35.00, 10.00, 0.00, 3281.00, 90.00
48, 36.00, 40.00, 10.00, 0.00, 3289.00, 90.00
49, 48.00, 20.00, 10.00, 967.00, 1127.00, 90.00
50, 26.00, 32.00, 10.00, 0.00, 3277.00, 90.00
51, 25.00, 30.00, 10.00, 0.00, 3275.00, 90.00
52, 25.00, 35.00, 10.00, 0.00, 3278.00, 90.00
53, 44.00, 5.00, 20.00, 1256.00, 1416.00, 90.00
54, 42.00, 10.00, 40.00, 0.00, 3259.00, 90.00
55, 42.00, 15.00, 10.00, 1065.00, 1225.00, 90.00
56, 40.00, 5.00, 30.00, 1350.00, 1510.00, 90.00
57, 38.00, 15.00, 40.00, 0.00, 3264.00, 90.00
