C205_(50)
25, 700, 51
0, 40.00, 50.00, 0.00, 0.00, 3390.00, 0.00
1, 52.00, 75.00, 10.00, 231.00, 551.00, 90.00
2, 45.00, 70.00, 30.00, 133.00, 453.00, 90.00
3, 62.00, 69.00, 10.00, 1087.00, 1407.00, 90.00
4, 60.00, 66.00, 10.00, 1181.00, 1501.00, 90.00
5, 42.00, 65.00, 10.00, 15.00, 335.00, 90.00
6, 16.00, 42.00, 20.00, 417.00, 737.00, 90.00
7, 58.00, 70.00, 20.00, 993.00, 1313.00, 90.00
8, 34.00, 60.00, 20.00, 2807.00, 3127.00, 90.00
9, 28.00, 70.00, 10.00, 2521.00, 2841.00, 90.00
10, 35.00, 66.00, 10.00, 2711.00, 3031.00, 90.00
11, 35.00, 69.00, 10.00, 2618.00, 2938.00, 90.00
12, 25.00, 85.00, 20.00, 2039.00, 2359.00, 90.00
13, 22.00, 75.00, 30.00, 2325.00, 2645.00, 90.00
14, 22.00, 85.00, 10.00, 1946.00, 2266.00, 90.00
15, 20.00, 80.00, 40.00, 2136.00, 2456.00, 90.00
16, 20.00, 85.00, 40.00, 1854.00, 2174.00, 90.00
17, 18.00, 75.00, 20.00, 2231.00, 2551.00, 90.00
18, 15.00, 75.00, 20.00, 1662.00, 1982.00, 90.00
19, 15.00, 80.00, 10.00, 1757.00, 2077.00, 90.00
20, 30.00, 50.00, 10.00, 10.00, 330.00, 90.00
21, 30.00, 56.00, 20.00, 2903.00, 3223.00, 90.00
22, 28.00, 52.00, 20.00, 12.00, 332.00, 90.00
23, 14.00, 66.00, 10.00, 1563.00, 1883.00, 90.00
24, 25.00, 50.00, 10.00, 36.00, 356.00, 90.00
25, 22.00, 66.00, 40.00, 2424.00, 2744.00, 90.00
26, 8.00, 62.00, 10.00, 1465.00, 1785.00, 90.00
27, 23.00, 52.00, 10.00, 129.00, 449.00, 90.00
28, 4.00, 55.00, 20.00, 1367.00, 1687.00, 90.00
29, 20.00, 50.00, 10.00, 318.00, 638.00, 90.00
30, 20.00, 55.00, 10.00, 223.00, 543.00, 90.00
31, 10.00, 35.00, 20.00, 701.00, 1021.00, 90.00
32, 10.00, 40.00, 30.00, 513.00, 833.00, 90.00
33, 8.00, 40.00, 40.00, 605.00, 925.00, 90.00
34, 8.00, 45.00, 20.00, 1266.00, 1586.00, 90.00
35, 5.00, 35.00, 10.00, 796.00, 1116.00, 90.00
36, 5.00, 45.00, 10.00, 1173.00, 1493.00, 90.00
37, 2.00, 40.00, 20.00, 891.00, 1211.00, 90.00
38, 0.00, 40.00, 30.00, 983.00, 1303.00, 90.00
39, 0.00, 45.00, 20.00, 1078.00, 1398.00, 90.00
40, 36.00, 18.00, 10.00, 1739.00, 2059.00, 90.00
41, 35.00, 32.00, 10.00, 2678.00, 2998.00, 90.00
42, 33.00, 32.00, 20.00, 2586.00, 2906.00, 90.00
43, 33.00, 35.00, 10.00, 2493.00, 2813.00, 90.00
44, 32.00, 20.00, 10.00, 1833.00, 2153.00, 90.00
45, 30.00, 30.00, 10.00, 2025.00, 2345.00, 90.00
46, 34.00, 25.00, 30.00, 1929.00, 2249.00, 90.00
47, 30.00, 35.00, 10.00, 2400.00, 2720.00, 90.00
48, 36.00, 40.00, 10.00, 2776.00, 3096.00, 90.00
49, 48.00, 20.00, 10.00, 887.00, 1207.00, 90.00
50, 26.00, 32.00, 10.00, 2212.00, 2532.00, 90.00
