R201_(50)
25, 1000, 51
0, 35.00, 35.00, 0.00, 0.00, 1000.00, 0.00
1, 41.00, 49.00, 10.00, 707.00, 848.00, 10.00
2, 35.00, 17.00, 7.00, 143.00, 282.00, 10.00
3, 55.00, 45.00, 13.00, 527.00, 584.00, 10.00
4, 55.00, 20.00, 19.00, 678.00, 801.00, 10.00
5, 15.00, 30.00, 26.00, 34.00, 209.00, 10.00
6, 25.00, 30.00, 3.00, 415.00, 514.00, 10.00
7, 20.00, 50.00, 5.00, 331.00, 410.00, 10.00
8, 10.00, 43.00, 9.00, 404.00, 481.00, 10.00
9, 55.00, 60.00, 16.00, 400.00, 497.00, 10.00
10, 30.00, 60.00, 16.00, 577.00, 632.00, 10.00
11, 20.00, 65.00, 12.00, 206.00, 325.00, 10.00
12, 50.00, 35.00, 19.00, 228.00, 345.00, 10.00
13, 30.00, 25.00, 23.00, 690.00, 827.00, 10.00
14, 15.00, 10.00, 20.00, 32.00, 243.00, 10.00
15, 30.00, 5.00, 8.00, 175.00, 300.00, 10.00
16, 10.00, 20.00, 19.00, 272.00, 373.00, 10.00
17, 5.00, 30.00, 2.00, 733.00, 870.00, 10.00
18, 20.00, 40.00, 12.00, 377.00, 434.00, 10.00
19, 15.00, 60.00, 17.00, 269.00, 378.00, 10.00
20, 45.00, 65.00, 9.00, 581.00, 666.00, 10.00
21, 45.00, 20.00, 11.00, 214.00, 331.00, 10.00
22, 45.00, 10.00, 18.00, 409.00, 494.00, 10.00
23, 55.00, 5.00, 29.00, 206.00, 325.00, 10.00
24, 65.00, 35.00, 3.00, 704.00, 847.00, 10.00
25, 65.00, 20.00, 6.00, 817.00, 956.00, 10.00
26, 45.00, 30.00, 17.00, 588.00, 667.00, 10.00
27, 35.00, 40.00, 16.00, 104.00, 255.00, 10.00
28, 41.00, 37.00, 16.00, 114.00, 255.00, 10.00
29, 64.00, 42.00, 9.00, 190.00, 313.00, 10.00
30, 40.00, 60.00, 21.00, 259.00, 354.00, 10.00
31, 31.00, 52.00, 27.00, 152.00, 275.00, 10.00
32, 35.00, 69.00, 23.00, 660.00, 777.00, 10.00
33, 53.00, 52.00, 11.00, 45.00, 200.00, 10.00
34, 65.00, 55.00, 14.00, 529.00, 614.00, 10.00
35, 63.00, 65.00, 8.00, 686.00, 813.00, 10.00
36, 2.00, 60.00, 5.00, 41.00, 208.00, 10.00
37, 20.00, 20.00, 8.00, 606.00, 693.00, 10.00
38, 5.00, 5.00, 16.00, 302.00, 405.00, 10.00
39, 60.00, 12.00, 31.00, 33.00, 224.00, 10.00
40, 40.00, 25.00, 9.00, 360.00, 437.00, 10.00
41, 42.00, 7.00, 5.00, 396.00, 511.00, 10.00
42, 24.00, 12.00, 5.00, 25.00, 172.00, 10.00
43, 23.00, 3.00, 7.00, 620.00, 705.00, 10.00
44, 11.00, 14.00, 18.00, 233.00, 340.00, 10.00
45, 6.00, 38.00, 16.00, 29.00, 189.00, 10.00
46, 2.00, 48.00, 1.00, 515.00, 628.00, 10.00
47, 8.00, 56.00, 27.00, 85.00, 250.00, 10.00
48, 13.00, 52.00, 36.00, 773.00, 906.00, 10.00
49, 6.00, 68.00, 30.00, 501.00, 540.00, 10.00
50, 47.00, 47.00, 13.00, 547.00, 642.00, 10.00
