R100_(100)
101
0, 35.00, 35.00
1, 41.00, 49.00
2, 35.00, 17.00
3, 55.00, 45.00
4, 55.00, 20.00
5, 15.00, 30.00
6, 25.00, 30.00
7, 20.00, 50.00
8, 10.00, 43.00
9, 55.00, 60.00
10, 30.00, 60.00
11, 20.00, 65.00
12, 50.00, 35.00
13, 30.00, 25.00
14, 15.00, 10.00
15, 30.00, 5.00
16, 10.00, 20.00
17, 5.00, 30.00
18, 20.00, 40.00
19, 15.00, 60.00
20, 45.00, 65.00
21, 45.00, 20.00
22, 45.00, 10.00
23, 55.00, 5.00
24, 65.00, 35.00
25, 65.00, 20.00
26, 45.00, 30.00
27, 35.00, 40.00
28, 41.00, 37.00
29, 64.00, 42.00
30, 40.00, 60.00
31, 31.00, 52.00
32, 35.00, 69.00
33, 53.00, 52.00
34, 65.00, 55.00
35, 63.00, 65.00
36, 2.00, 60.00
37, 20.00, 20.00
38, 5.00, 5.00
39, 60.00, 12.00
40, 40.00, 25.00
41, 42.00, 7.00
42, 24.00, 12.00
43, 23.00, 3.00
44, 11.00, 14.00
45, 6.00, 38.00
46, 2.00, 48.00
47, 8.00, 56.00
48, 13.00, 52.00
49, 6.00, 68.00
50, 47.00, 47.00
51, 49.00, 58.00
52, 27.00, 43.00
53, 37.00, 31.00
54, 57.00, 29.00
55, 63.00, 23.00
56, 53.00, 12.00
57, 32.00, 12.00
58, 36.00, 26.00
59, 21.00, 24.00
60, 17.00, 34.00
61, 12.00, 24.00
62, 24.00, 58.00
63, 27.00, 69.00
64, 15.00, 77.00
65, 62.00, 77.00
66, 49.00, 73.00
67, 67.00, 5.00
68, 56.00, 39.00
69, 37.00, 47.00
70, 37.00, 56.00
71, 57.00, 68.00
72, 47.00, 16.00
73, 44.00, 17.00
74, 46.00, 13.00
75, 49.00, 11.00
76, 49.00, 42.00
77, 53.00, 43.00
78, 61.00, 52.00
79, 57.00, 48.00
80, 56.00, 37.00
81, 55.00, 54.00
82, 15.00, 47.00
83, 14.00, 37.00
84, 11.00, 31.00
85, 16.00, 22.00
86, 4.00, 18.00
87, 28.00, 18.00
88, 26.00, 52.00
89, 26.00, 35.00
90, 31.00, 67.00
91, 15.00, 19.00
92, 22.00, 22.00
93, 18.00, 24.00
94, 26.00, 27.00
95, 25.00, 24.00
96, 22.00, 27.00
97, 25.00, 21.00
98, 19.00, 21.00
99, 20.00, 26.00
100, 18.00, 18.00
