RC100_(100)
101
0, 40.00, 50.00
1, 25.00, 85.00
2, 22.00, 75.00
3, 22.00, 85.00
4, 20.00, 80.00
5, 20.00, 85.00
6, 18.00, 75.00
7, 15.00, 75.00
8, 15.00, 80.00
9, 10.00, 35.00
10, 10.00, 40.00
11, 8.00, 40.00
12, 8.00, 45.00
13, 5.00, 35.00
14, 5.00, 45.00
15, 2.00, 40.00
16, 0.00, 40.00
17, 0.00, 45.00
18, 44.00, 5.00
19, 42.00, 10.00
20, 42.00, 15.00
21, 40.00, 5.00
22, 40.00, 15.00
23, 38.00, 5.00
24, 38.00, 15.00
25, 35.00, 5.00
26, 95.00, 30.00
27, 95.00, 35.00
28, 92.00, 30.00
29, 90.00, 35.00
30, 88.00, 30.00
31, 88.00, 35.00
32, 87.00, 30.00
33, 85.00, 25.00
34, 85.00, 35.00
35, 67.00, 85.00
36, 65.00, 85.00
37, 65.00, 82.00
38, 62.00, 80.00
39, 60.00, 80.00
40, 60.00, 85.00
41, 58.00, 75.00
42, 55.00, 80.00
43, 55.00, 85.00
44, 55.00, 82.00
45, 20.00, 82.00
46, 18.00, 80.00
47, 2.00, 45.00
48, 42.00, 5.00
49, 42.00, 12.00
50, 72.00, 35.00
51, 55.00, 20.00
52, 25.00, 30.00
53, 20.00, 50.00
54, 55.00, 60.00
55, 30.00, 60.00
56, 50.00, 35.00
57, 30.00, 25.00
58, 15.00, 10.00
59, 10.00, 20.00
60, 15.00, 60.00
61, 45.00, 65.00
62, 65.00, 35.00
63, 65.00, 20.00
64, 45.00, 30.00
65, 35.00, 40.00
66, 41.00, 37.00
67, 64.00, 42.00
68, 40.00, 60.00
69, 31.00, 52.00
70, 35.00, 69.00
71, 65.00, 55.00
72, 63.00, 65.00
73, 2.00, 60.00
74, 20.00, 20.00
75, 5.00, 5.00
76, 60.00, 12.00
77, 23.00, 3.00
78, 8.00, 56.00
79, 6.00, 68.00
80, 47.00, 47.00
81, 49.00, 58.00
82, 27.00, 43.00
83, 37.00, 31.00
84, 57.00, 29.00
85, 63.00, 23.00
86, 21.00, 24.00
87, 12.00, 24.00
88, 24.00, 58.00
89, 67.00, 5.00
90, 37.00, 47.00
91, 49.00, 42.00
92, 53.00, 43.00
93, 61.00, 52.00
94, 57.00, 48.00
95, 56.00, 37.00
96, 55.00, 54.00
97, 4.00, 18.00
98, 26.00, 52.00
99, 26.00, 35.00
100, 31.00, 67.00
